,predict_share
Giannis Antetokounmpo,0.817942332919253
LeBron James,0.4687835086516316
Anthony Davis,0.23787820851781416
Kawhi Leonard,0.21596800205463856
Luka Doncic,0.1860129953287073
James Harden,0.1530045475646724
Nikola Jokic,0.044781201662961415
Devin Booker,-0.1727320560260463
Rudy Gobert,-0.2734888258838527
