player,age,g,mp,fga,fg%,fg3a,3p%,efg,fta,ft%,trb,ast,stl,blk,tov,pf,vorp,season_x,award_share,pos_C,pos_PF,pos_PG,pos_SF,pos_SG,experience,team_ATL,team_BOS,team_BRK,team_CHA,team_CHH,team_CHI,team_CHO,team_CLE,team_DAL,team_DEN,team_DET,team_GSW,team_HOU,team_IND,team_KCK,team_LAC,team_LAL,team_MEM,team_MIA,team_MIL,team_MIN,team_NJN,team_NOH,team_NOP,team_NYK,team_OKC,team_ORL,team_PHI,team_PHO,team_POR,team_SAC,team_SAS,team_SEA,team_TOR,team_TOT,team_UTA,team_WAS,team_WSB,vorp_rt,vorp_sq,fta_rt,fta_sq,efg_rt,efg_sq,stl_rt,stl_sq,trb_rt,trb_sq,blk_rt,blk_sq,fg%_rt,fg%_sq,ft%_rt,ft%_sq,tov_rt,tov_sq,g_rt,g_sq,ast_rt,ast_sq,3p%_rt,3p%_sq,fg3a_rt,fg3a_sq,pf_rt,pf_sq,mp_rt,mp_sq,fga_rt,fga_sq,age_rt,age_sq,experience_rt,experience_sq
Al Horford,31,72,31.6,10.5,0.489,3.1,0.429,0.5529999999999999,1.7,0.7829999999999999,7.4,4.7,0.6,1.1,1.8,1.9,3.7,2018,0.0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5466803737720354,50.653000000000006,1.193483191927337,4.912999999999999,0.8208082453158825,0.16911237699999995,0.8434326653017492,0.21599999999999997,1.9486951603746576,405.22400000000005,1.0322801154563672,1.3310000000000004,0.7878368425460937,0.11693016899999999,0.9216950477057542,0.48004868699999986,1.21644039911468,5.832000000000001,4.160167646103808,373248,1.6750686836022342,103.82300000000001,0.7541986732174346,0.07895358899999999,1.4580997358267116,29.791000000000004,1.2385623296301709,6.858999999999999,3.1615182577608225,31554.496000000003,2.1897595699439445,1157.625,3.1413806523913927,29791,2.0,512
Alex English,28,82,36.8,18.9,0.551,0.1,0.0,0.551,5.4,0.84,6.8,5.3,1.1,1.5,3.2,3.2,4.4,1982,0.017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6386425412012917,85.18400000000003,1.7544106429277195,157.46400000000003,0.8198175283056287,0.16728415100000005,1.0322801154563672,1.3310000000000004,1.8945364743718192,314.43199999999996,1.1447142425533319,3.375,0.8198175283056287,0.16728415100000005,0.9435387960633067,0.5927039999999999,1.4736125994561546,32.76800000000001,4.344481485768611,551368,1.7435134012651283,148.87699999999998,0.0,0.0,0.4641588833612779,0.0010000000000000002,1.4736125994561546,32.76800000000001,3.326206997681531,49836.03199999999,2.663712005227802,6751.268999999998,3.0365889718756622,21952,0.0,0
Alex English,29,82,36.4,22.6,0.516,0.1,0.16699999999999998,0.517,6.0,0.8290000000000001,7.3,4.8,1.4,1.5,3.2,2.9,5.0,1983,0.055999999999999994,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7099759466766968,125.0,1.8171205928321397,216.0,0.8025957352555763,0.138188413,1.1186889420813968,2.7439999999999993,1.939877414580333,389.017,1.1447142425533319,3.375,0.8020779314116803,0.13738809600000002,0.9394020642776811,0.5697227890000002,1.4736125994561546,32.76800000000001,4.344481485768611,551368,1.6868653306034984,110.59199999999998,0.5506878446387353,0.004657462999999999,0.4641588833612779,0.0010000000000000002,1.4260431471424087,24.389,3.3141115926869382,48228.543999999994,2.82728428812555,11543.176000000001,3.072316825685847,24389,1.0,1
Alex English,30,82,35.0,20.9,0.529,0.1,0.14300000000000002,0.529,5.2,0.8240000000000001,5.7,5.0,1.0,1.2,2.7,3.1,3.9,1984,0.0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5740609166314434,59.318999999999996,1.7324782106818055,140.608,0.8087579399090065,0.14803588900000003,1.0,1.0,1.7863159877080566,185.193,1.0626585691826111,1.7279999999999998,0.8087579399090065,0.14803588900000003,0.9375096295307196,0.5594762240000002,1.3924766500838337,19.683000000000003,4.344481485768611,551368,1.7099759466766968,125.0,0.5229321531755984,0.002924207000000001,0.4641588833612779,0.0010000000000000002,1.4580997358267116,29.791000000000004,3.2710663101885897,42875.0,2.7545379620266495,9129.328999999998,3.1072325059538586,27000,1.2599210498948732,8
Alex English,31,81,36.1,22.4,0.518,0.1,0.2,0.518,5.7,0.8290000000000001,5.7,4.2,1.2,0.6,3.1,3.2,3.5,1985,0.015,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5182944859378311,42.875,1.7863159877080566,185.193,0.8031128718260155,0.138991832,1.0626585691826111,1.7279999999999998,1.7863159877080566,185.193,0.8434326653017492,0.21599999999999997,0.8031128718260155,0.138991832,0.9394020642776811,0.5697227890000002,1.4580997358267116,29.791000000000004,4.3267487109222245,531441,1.6134286460245437,74.08800000000001,0.5848035476425733,0.008000000000000002,0.4641588833612779,0.0010000000000000002,1.4736125994561546,32.76800000000001,3.3049817624300406,47045.88100000001,2.8189194928259567,11239.423999999997,3.1413806523913927,29791,1.4422495703074083,27
Alex English,32,81,37.3,23.3,0.504,0.1,0.2,0.504,7.3,0.862,5.0,4.0,0.9,0.4,3.1,2.9,3.7,1986,0.071,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5466803737720354,50.653000000000006,1.939877414580333,389.017,0.7958114415792784,0.128024064,0.9654893846056297,0.7290000000000001,1.7099759466766968,125.0,0.7368062997280773,0.06400000000000002,0.7958114415792784,0.128024064,0.9517051554975602,0.640503928,1.4580997358267116,29.791000000000004,4.3267487109222245,531441,1.5874010519681994,64.0,0.5848035476425733,0.008000000000000002,0.4641588833612779,0.0010000000000000002,1.4260431471424087,24.389,3.3412036251493125,51895.11699999999,2.8561782457989553,12649.337000000001,3.1748021039363987,32768,1.5874010519681994,64
Alex English,33,82,37.6,23.4,0.503,0.2,0.267,0.504,5.9,0.8440000000000001,4.2,5.1,0.9,0.3,2.6,2.6,3.1,1987,0.003,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4580997358267116,29.791000000000004,1.8069688693211896,205.37900000000005,0.7958114415792784,0.128024064,0.9654893846056297,0.7290000000000001,1.6134286460245437,74.08800000000001,0.6694329500821695,0.026999999999999996,0.7952847627744923,0.12726352700000002,0.9450341056903199,0.6012115840000002,1.375068867074141,17.576,4.344481485768611,551368,1.7213006207263157,132.65099999999998,0.6439276695638909,0.019034163000000003,0.5848035476425733,0.008000000000000002,1.375068867074141,17.576,3.350137367204468,53157.376000000004,2.8602585059832295,12812.903999999997,3.207534329995826,35937,1.7099759466766968,125
Alex English,34,80,35.2,21.3,0.495,0.1,0.0,0.495,4.7,0.828,4.7,4.7,0.9,0.3,2.3,2.4,2.9,1988,0.005,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4260431471424087,24.389,1.6750686836022342,103.82300000000001,0.7910459893465202,0.121287375,0.9654893846056297,0.7290000000000001,1.6750686836022342,103.82300000000001,0.6694329500821695,0.026999999999999996,0.7910459893465202,0.121287375,0.939024187300355,0.567663552,1.3200061217959123,12.166999999999998,4.308869380063767,512000,1.6750686836022342,103.82300000000001,0.0,0.0,0.4641588833612779,0.0010000000000000002,1.338865900164339,13.823999999999998,3.277285082402583,43614.20800000001,2.7719998417487504,9663.597000000002,3.239611801277483,39304,1.8171205928321397,216
Alex English,35,82,36.5,22.9,0.491,0.1,0.25,0.49200000000000005,4.6,0.858,4.0,4.7,0.8,0.1,2.4,2.1,2.1,1989,0.0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2805791649874942,9.261000000000001,1.6631034988407656,97.33599999999998,0.7894446772968116,0.11909548800000004,0.9283177667225558,0.5120000000000001,1.5874010519681994,64.0,0.4641588833612779,0.0010000000000000002,0.7889094604023811,0.118370771,0.9502307841894305,0.6316287119999999,1.338865900164339,13.823999999999998,4.344481485768611,551368,1.6750686836022342,103.82300000000001,0.6299605249474366,0.015625,0.4641588833612779,0.0010000000000000002,1.2805791649874942,9.261000000000001,3.3171437184337482,48627.125,2.83973944577827,12008.988999999998,3.2710663101885897,42875,1.912931182772389,343
Allan Houston,28,82,38.6,15.5,0.483,3.0,0.436,0.525,4.1,0.838,3.3,2.7,0.8,0.2,2.3,2.7,2.9,2000,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4260431471424087,24.389,1.6005206638831553,68.92099999999998,0.8067143230122719,0.14470312500000002,0.9283177667225558,0.5120000000000001,1.4888055529538273,35.937,0.5848035476425733,0.008000000000000002,0.7846013365124446,0.11267858699999998,0.9427893606438764,0.588480472,1.3200061217959123,12.166999999999998,4.344481485768611,551368,1.3924766500838337,19.683000000000003,0.7582786526875782,0.082881856,1.4422495703074083,27.0,1.3924766500838337,19.683000000000003,3.3795776931152104,57512.456000000006,2.493315476119323,3723.875,3.0365889718756622,21952,0.0,0
Allan Houston,29,78,36.6,15.5,0.449,3.2,0.381,0.488,3.9,0.909,3.6,2.2,0.7,0.1,2.1,2.4,2.2,2001,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.300591446851387,10.648000000000003,1.5740609166314434,59.318999999999996,0.7872994366204347,0.116214272,0.8879040017426006,0.3429999999999999,1.5326188647871062,46.656000000000006,0.4641588833612779,0.0010000000000000002,0.7657413747855265,0.09051884900000001,0.9686970140981669,0.7510894290000001,1.2805791649874942,9.261000000000001,4.272658681697917,474552,1.300591446851387,10.648000000000003,0.7249504524205013,0.055306341,1.4736125994561546,32.76800000000001,1.338865900164339,13.823999999999998,3.320170311096694,49027.89600000001,2.493315476119323,3723.875,3.072316825685847,24389,1.0,1
Allen Iverson,24,70,40.8,24.8,0.42100000000000004,3.7,0.341,0.446,8.9,0.713,3.8,4.7,2.1,0.1,3.3,2.3,3.8,2000,0.109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5604907507078847,54.87199999999999,2.072351098059261,704.969,0.7640321249615055,0.088716536,1.2805791649874942,9.261000000000001,1.5604907507078847,54.87199999999999,0.4641588833612779,0.0010000000000000002,0.7494811225859052,0.07461846100000002,0.8933668708480451,0.36246709699999996,1.4888055529538273,35.937,4.121285299808556,343000,1.6750686836022342,103.82300000000001,0.6986368027818106,0.03965182100000001,1.5466803737720354,50.653000000000006,1.3200061217959123,12.166999999999998,3.4426012414526315,67917.31199999999,2.916199471653423,15252.992000000002,2.8844991406148166,13824,0.0,0
Allen Iverson,25,71,42.0,25.5,0.42,4.3,0.32,0.447,10.1,0.8140000000000001,3.8,4.6,2.5,0.3,3.3,2.1,6.1,2001,0.904,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8271601368635204,226.98099999999997,2.161592332945083,1030.301,0.764602724221362,0.08931462300000001,1.3572088082974532,15.625,1.5604907507078847,54.87199999999999,0.6694329500821695,0.026999999999999996,0.7488872387218507,0.07408799999999999,0.9337016686781282,0.5393531440000001,1.4888055529538273,35.937,4.140817749422853,357911,1.6631034988407656,97.33599999999998,0.6839903786706788,0.032768000000000005,1.6261333316791686,79.50699999999999,1.2805791649874942,9.261000000000001,3.4760266448864496,74088.0,2.943382658441668,16581.375,2.924017738212866,15625,1.0,1
Allen Iverson,26,60,43.7,27.8,0.39799999999999996,4.5,0.29100000000000004,0.42200000000000004,9.8,0.812,4.5,5.5,2.8,0.2,4.0,1.7,4.5,2002,0.023,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6509636244473134,91.125,2.139974961130159,941.1920000000002,0.7500740667593202,0.07515144800000002,1.4094597464129783,21.951999999999995,1.6509636244473134,91.125,0.5848035476425733,0.008000000000000002,0.7355762368401103,0.06304479199999999,0.9329363390985687,0.5353873280000001,1.5874010519681994,64.0,3.9148676411688634,216000,1.7651741676630315,166.375,0.6626705387476669,0.024642171000000008,1.6509636244473134,91.125,1.193483191927337,4.912999999999999,3.522306511723273,83453.45300000002,3.029341715272494,21484.952,2.9624960684073702,17576,1.2599210498948732,8
Allen Iverson,27,82,42.5,23.7,0.414,3.7,0.27699999999999997,0.436,9.0,0.774,4.2,5.5,2.7,0.2,3.5,1.8,4.8,2003,0.07,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6868653306034984,110.59199999999998,2.080083823051904,729.0,0.7582786526875782,0.082881856,1.3924766500838337,19.683000000000003,1.6134286460245437,74.08800000000001,0.5848035476425733,0.008000000000000002,0.7453039913720836,0.070957944,0.9181500317246648,0.46368482400000005,1.5182944859378311,42.875,4.344481485768611,551368,1.7651741676630315,166.375,0.651868391517377,0.021253932999999992,1.5466803737720354,50.653000000000006,1.21644039911468,5.832000000000001,3.4897660234544436,76765.625,2.8724299653959897,13312.052999999998,3.0,19683,1.4422495703074083,27
Allen Iverson,28,48,42.5,23.4,0.387,4.1,0.28600000000000003,0.41200000000000003,9.5,0.745,3.7,6.8,2.4,0.1,4.4,1.8,2.1,2004,0.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2805791649874942,9.261000000000001,2.1179117921274466,857.375,0.7441018860736907,0.06993452800000002,1.338865900164339,13.823999999999998,1.5466803737720354,50.653000000000006,0.4641588833612779,0.0010000000000000002,0.7287361631121843,0.057960603000000006,0.9065367701259414,0.413493625,1.6386425412012917,85.18400000000003,3.634241185664279,110592,1.8945364743718192,314.43199999999996,0.6588532274527865,0.02339365600000001,1.6005206638831553,68.92099999999998,1.21644039911468,5.832000000000001,3.4897660234544436,76765.625,2.8602585059832295,12812.903999999997,3.0365889718756622,21952,1.5874010519681994,64
Allen Iverson,29,75,42.3,24.2,0.424,4.5,0.308,0.45299999999999996,10.5,0.835,4.0,7.9,2.4,0.1,4.6,1.9,5.0,2005,0.18899999999999997,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7099759466766968,125.0,2.1897595699439445,1157.625,0.7680085719529358,0.09295967699999998,1.338865900164339,13.823999999999998,1.5874010519681994,64.0,0.4641588833612779,0.0010000000000000002,0.7512571508442144,0.07622502399999999,0.9416629684594712,0.5821828749999999,1.6631034988407656,97.33599999999998,4.217163326508746,421875,1.991631701289913,493.03900000000004,0.675331341669382,0.029218111999999997,1.6509636244473134,91.125,1.2385623296301709,6.858999999999999,3.484283271261855,75686.96699999999,2.8924894837622244,14172.488,3.072316825685847,24389,1.7099759466766968,125
Allen Iverson,30,72,43.1,25.3,0.447,3.1,0.32299999999999995,0.467,11.5,0.8140000000000001,3.2,7.4,1.9,0.1,3.4,1.7,5.3,2006,0.001,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7435134012651283,148.87699999999998,2.2571787177370006,1520.875,0.7758402264320521,0.10184756300000002,1.2385623296301709,6.858999999999999,1.4736125994561546,32.76800000000001,0.4641588833612779,0.0010000000000000002,0.764602724221362,0.08931462300000001,0.9337016686781282,0.5393531440000001,1.5036945962049748,39.303999999999995,4.160167646103808,373248,1.9486951603746576,405.22400000000005,0.686121203584082,0.03369826699999998,1.4580997358267116,29.791000000000004,1.193483191927337,4.912999999999999,3.506111770271459,80062.99100000001,2.935667334303724,16194.277000000002,3.1072325059538586,27000,1.8171205928321397,216
