,model,param,mae_avg,mse_avg,mape_avg,mvp_avg,top3_order_avg,top3_coverage_avg,mvp_in_top3_avg,mvp_in_top5_avg
0,LinearRegression,{},0.18250117374957714,0.05631368954054626,inf,0.5526315789473685,0.05263157894736842,0.6228070175438599,0.8947368421052632,0.9210526315789473
1,Ridge,"{'alpha': 1e-05, 'random_state': 221}",0.18238240401354888,0.05625735757847439,inf,0.5526315789473685,0.02631578947368421,0.6140350877192984,0.8947368421052632,0.9210526315789473
2,Ridge,"{'alpha': 0.0001, 'random_state': 221}",0.18171918551935562,0.05589290967186521,inf,0.5526315789473685,0.02631578947368421,0.6140350877192984,0.8947368421052632,0.9210526315789473
3,Ridge,"{'alpha': 0.001, 'random_state': 221}",0.1806584596720874,0.05505012919321405,inf,0.6052631578947368,0.02631578947368421,0.649122807017544,0.8947368421052632,0.9210526315789473
4,Ridge,"{'alpha': 0.01, 'random_state': 221}",0.1802191216990374,0.05426497989281223,inf,0.631578947368421,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
5,Ridge,"{'alpha': 0.1, 'random_state': 221}",0.17578298254752198,0.05209075732741148,inf,0.6578947368421053,0.07894736842105263,0.649122807017544,0.8947368421052632,0.9210526315789473
6,Lasso,"{'alpha': 1e-05, 'random_state': 221}",0.17560987029870004,0.0522448406091832,inf,0.6052631578947368,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
7,Lasso,"{'alpha': 0.0001, 'random_state': 221}",0.1699445430806833,0.04961936463977029,inf,0.6052631578947368,0.05263157894736842,0.6315789473684211,0.8947368421052632,0.9210526315789473
8,Lasso,"{'alpha': 0.001, 'random_state': 221}",0.15874598684112062,0.0444139617917667,inf,0.631578947368421,0.07894736842105263,0.692982456140351,0.9210526315789473,0.9210526315789473
9,Lasso,"{'alpha': 0.01, 'random_state': 221}",0.15474745786220007,0.04401819246370635,inf,0.5263157894736842,0.02631578947368421,0.6842105263157896,0.8947368421052632,0.9210526315789473
10,Lasso,"{'alpha': 0.1, 'random_state': 221}",0.19436293905235072,0.06109828762404883,inf,0.5263157894736842,0.02631578947368421,0.649122807017544,0.8421052631578947,0.9210526315789473
11,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.1, 'random_state': 221}",0.17606674442393808,0.052480420469523975,inf,0.6052631578947368,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
12,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.3, 'random_state': 221}",0.17597387409688428,0.052430577385255916,inf,0.6052631578947368,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
13,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.5, 'random_state': 221}",0.17586706167410324,0.05237616448823725,inf,0.6052631578947368,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
14,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.7, 'random_state': 221}",0.17576391270810202,0.052323460979761004,inf,0.6052631578947368,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
15,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.9, 'random_state': 221}",0.17566064970777337,0.052271082476054664,inf,0.6052631578947368,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
16,ElasticNet,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'random_state': 221}",0.17486143046657038,0.051875584330765515,inf,0.6052631578947368,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
17,ElasticNet,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'random_state': 221}",0.17392869443358228,0.05139574195501581,inf,0.6052631578947368,0.05263157894736842,0.6578947368421053,0.8947368421052632,0.9210526315789473
18,ElasticNet,"{'alpha': 0.0001, 'l1_ratio': 0.5, 'random_state': 221}",0.17283433334942763,0.050863452665240415,inf,0.6052631578947368,0.05263157894736842,0.6578947368421053,0.8947368421052632,0.9210526315789473
19,ElasticNet,"{'alpha': 0.0001, 'l1_ratio': 0.7, 'random_state': 221}",0.17145981972894145,0.050271421455777766,inf,0.631578947368421,0.05263157894736842,0.649122807017544,0.8947368421052632,0.9210526315789473
