,predict_share
Giannis Antetokounmpo,0.7443226840880945
LeBron James,0.5896944234475459
Nikola Jokic,0.3368275958787037
Anthony Davis,0.3100433657340787
James Harden,0.26919292286652885
Kawhi Leonard,0.20246731003306023
Luka Doncic,0.1129435712902283
Rudy Gobert,-0.22148990123988843
Devin Booker,-0.2496408270880499
