,predict_share
Giannis Antetokounmpo,0.890236687618963
LeBron James,0.5723519299627696
Anthony Davis,0.3480825532836592
Kawhi Leonard,0.3045958693977403
Domantas Sabonis,0.2695946048159915
Luka Doncic,0.25270868723024653
James Harden,0.2003569523263152
Nikola Jokic,0.15025729986353273
Russell Westbrook,0.11318491469517547
Jimmy Butler,-0.0917711938017417
Joel Embiid,-0.16236428054514904
Rudy Gobert,-0.1673121463539914
Trae Young,-0.16948350409341612
