,predict_share
Giannis Antetokounmpo,0.6514197442554419
LeBron James,0.5301135295832206
James Harden,0.4103108815573546
Anthony Davis,0.3044415674784344
Luka Doncic,0.29323977365272735
Nikola Jokic,0.26376353305186917
Kawhi Leonard,0.20458992518171387
Trae Young,0.10266622863760044
Joel Embiid,0.00926298261674316
Domantas Sabonis,-0.05754961073762302
Russell Westbrook,-0.057984055642500226
Rudy Gobert,-0.11553843506098024
Jimmy Butler,-0.12138582929823868
