,model,param,mae_avg,mse_avg,mape_avg,mvp_avg,top3_order_avg,top3_coverage_avg,mvp_in_top3_avg,mvp_in_top5_avg
0,LinearRegression,{},0.15555953035625397,0.04122100824881553,inf,0.6052631578947368,0.10526315789473684,0.692982456140351,0.9210526315789473,0.9210526315789473
1,Ridge,"{'alpha': 1e-05, 'random_state': 221}",0.15555314540722107,0.04121784651846364,inf,0.6052631578947368,0.10526315789473684,0.692982456140351,0.9210526315789473,0.9210526315789473
2,Ridge,"{'alpha': 0.0001, 'random_state': 221}",0.1555049975402719,0.04119427479053727,inf,0.6052631578947368,0.10526315789473684,0.692982456140351,0.9210526315789473,0.9210526315789473
3,Ridge,"{'alpha': 0.001, 'random_state': 221}",0.15534060063147018,0.04110931834661391,inf,0.6052631578947368,0.10526315789473684,0.692982456140351,0.9210526315789473,0.9210526315789473
4,Ridge,"{'alpha': 0.01, 'random_state': 221}",0.15510761975334447,0.04100468124466117,inf,0.6052631578947368,0.10526315789473684,0.7017543859649124,0.9210526315789473,0.9210526315789473
5,Ridge,"{'alpha': 0.1, 'random_state': 221}",0.15334671626974283,0.040252931286242945,inf,0.631578947368421,0.13157894736842105,0.7017543859649124,0.9210526315789473,0.9210526315789473
6,Lasso,"{'alpha': 1e-05, 'random_state': 221}",0.15259700876271048,0.04007081574850408,inf,0.631578947368421,0.10526315789473684,0.7017543859649124,0.9210526315789473,0.9210526315789473
7,Lasso,"{'alpha': 0.0001, 'random_state': 221}",0.1500291778760315,0.03893733625752759,inf,0.631578947368421,0.10526315789473684,0.692982456140351,0.9210526315789473,0.9210526315789473
8,Lasso,"{'alpha': 0.001, 'random_state': 221}",0.1433118484075756,0.036267638357016324,inf,0.6578947368421053,0.10526315789473684,0.7105263157894738,0.9210526315789473,0.9210526315789473
9,Lasso,"{'alpha': 0.01, 'random_state': 221}",0.13618706463724714,0.03596360213811136,inf,0.5263157894736842,0.05263157894736842,0.692982456140351,0.868421052631579,0.9210526315789473
10,Lasso,"{'alpha': 0.1, 'random_state': 221}",0.17592790495832494,0.05274722892816054,inf,0.5263157894736842,0.02631578947368421,0.649122807017544,0.8421052631578947,0.9210526315789473
11,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.1, 'random_state': 221}",0.1528267106301711,0.04016776204800322,inf,0.631578947368421,0.10526315789473684,0.7017543859649124,0.9210526315789473,0.9210526315789473
12,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.3, 'random_state': 221}",0.15277328311196514,0.040144694062932806,inf,0.631578947368421,0.10526315789473684,0.7017543859649124,0.9210526315789473,0.9210526315789473
13,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.5, 'random_state': 221}",0.1527205325245671,0.04012354397889221,inf,0.631578947368421,0.10526315789473684,0.7017543859649124,0.9210526315789473,0.9210526315789473
14,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.7, 'random_state': 221}",0.15267177023826495,0.040102348654479855,inf,0.631578947368421,0.10526315789473684,0.7017543859649124,0.9210526315789473,0.9210526315789473
15,ElasticNet,"{'alpha': 1e-05, 'l1_ratio': 0.9, 'random_state': 221}",0.1526227391776908,0.0400814027596105,inf,0.631578947368421,0.10526315789473684,0.7017543859649124,0.9210526315789473,0.9210526315789473
16,ElasticNet,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'random_state': 221}",0.15230926882940188,0.039932821895223486,inf,0.631578947368421,0.13157894736842105,0.7017543859649124,0.9210526315789473,0.9210526315789473
17,ElasticNet,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'random_state': 221}",0.1517412616746287,0.039678266855707925,inf,0.631578947368421,0.13157894736842105,0.7105263157894738,0.9210526315789473,0.9210526315789473
