,model,param,mae_avg,mse_avg,mape_avg,mvp_avg,top3_order_avg,top3_coverage_avg,mvp_in_top3_avg,mvp_in_top5_avg
35,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.9, 'random_state': 221}",0.19654891376797465,0.053431069546006724,1.2029185540481224,0.5263157894736842,0.02631578947368421,0.649122807017544,0.7894736842105263,0.9210526315789473
36,SVR,"{'kernel': 'linear', 'C': 0.1}",0.1504763598273665,0.03608569190555262,0.9196322199559193,0.5789473684210527,0.05263157894736842,0.6578947368421053,0.8421052631578947,0.9473684210526315
37,SVR,"{'kernel': 'linear', 'C': 1}",0.15356857690019252,0.03757075221682831,0.9597226855312637,0.5526315789473685,0.05263157894736842,0.6578947368421053,0.868421052631579,0.9473684210526315
38,SVR,"{'kernel': 'linear', 'C': 10}",0.15280817914682263,0.03720712726453611,0.9572719135690984,0.5526315789473685,0.02631578947368421,0.6666666666666667,0.868421052631579,0.9473684210526315
39,SVR,"{'kernel': 'linear', 'C': 100}",0.15269387934257986,0.03737048859622627,0.9522996231992739,0.6052631578947368,0.05263157894736842,0.7017543859649124,0.8947368421052632,0.9473684210526315
40,SVR,"{'kernel': 'linear', 'C': 1000}",0.15244604981524343,0.03719057239805752,0.9548409324456015,0.5526315789473685,0.05263157894736842,0.6842105263157896,0.8947368421052632,0.9473684210526315
41,SVR,"{'kernel': 'rbf', 'C': 0.1}",0.14180906587282063,0.03454313083314274,0.8058343871504992,0.5789473684210527,0.05263157894736842,0.6491228070175439,0.7894736842105263,0.9210526315789473
42,SVR,"{'kernel': 'rbf', 'C': 1}",0.1460628651073366,0.03614993834123945,0.888237236534443,0.5526315789473685,0.05263157894736842,0.6754385964912282,0.8421052631578947,0.9473684210526315
43,SVR,"{'kernel': 'rbf', 'C': 10}",0.16745636812055611,0.04768866337351311,1.0256405450212478,0.47368421052631576,0.02631578947368421,0.5350877192982457,0.7105263157894737,0.8421052631578947
44,SVR,"{'kernel': 'rbf', 'C': 100}",0.16799343069694345,0.04808213965979856,1.027291298305528,0.47368421052631576,0.02631578947368421,0.5350877192982457,0.7105263157894737,0.8421052631578947
45,SVR,"{'kernel': 'rbf', 'C': 1000}",0.16799343069694345,0.04808213965979856,1.027291298305528,0.47368421052631576,0.02631578947368421,0.5350877192982457,0.7105263157894737,0.8421052631578947
46,SVR,"{'kernel': 'sigmoid', 'C': 0.1}",0.23235592708260538,0.0992285479913675,1.3522673622717474,0.3157894736842105,0.0,0.46491228070175433,0.5789473684210527,0.7105263157894737
47,SVR,"{'kernel': 'sigmoid', 'C': 1}",2.193182390318674,14.487928848022351,14.148546704724463,0.07894736842105263,0.0,0.21929824561403505,0.2894736842105263,0.42105263157894735
48,SVR,"{'kernel': 'sigmoid', 'C': 10}",20.74005045666129,1376.2154700268668,135.14069362931914,0.02631578947368421,0.0,0.22807017543859653,0.23684210526315788,0.3157894736842105
49,SVR,"{'kernel': 'sigmoid', 'C': 100}",207.84292415818206,129719.2928190241,1362.4997987146155,0.10526315789473684,0.0,0.23684210526315788,0.2631578947368421,0.34210526315789475
50,SVR,"{'kernel': 'sigmoid', 'C': 1000}",2090.717837178622,13044376.134794977,13603.53749928907,0.13157894736842105,0.0,0.2456140350877193,0.3157894736842105,0.34210526315789475
51,SVR,"{'kernel': 'poly', 'degree': 2, 'C': 0.1}",0.18724968245543663,0.05454053195776912,1.0036869674051117,0.5,0.02631578947368421,0.6315789473684211,0.8421052631578947,0.9210526315789473
52,SVR,"{'kernel': 'poly', 'degree': 2, 'C': 1}",0.16542522702031914,0.04440991056368625,1.0152382245224243,0.5789473684210527,0.02631578947368421,0.6228070175438597,0.7631578947368421,0.8947368421052632
