pos,fg,fga,fg3,fg3a,fta,efg,tov,pf,per,ts_pct,usg_pct,ows,dws,obpm,dbpm,vorp,season,player,age,win_pct,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
C,7.1,11.9,0,0,10.9,0.599,3.2,3.3,22.9,0.619,24.2,6.4,6.4,1.6,1.2,3.7,08,Dwight Howard,22,0.634146341,ORL,0,60,1260,0.048,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,0.2
C,9,15.3,0.1,0.4,8.7,0.592,2.2,3.7,27.6,0.656,28.2,10.9,3.8,4.2,0.6,4.6,08,Amar'e Stoudemire,25,0.670731707,PHO,0,27,1260,0.021,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262
C,7.5,15.1,0,0.1,5.9,0.497,2.3,2.4,24.4,0.546,28.2,4.9,6.2,3,2.2,4.8,08,Tim Duncan,31,0.682926829,SAS,0,25,1260,0.02,78,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,0.201
SG,8.3,19.8,1.3,4.5,5.4,0.452,2.4,1.4,18.4,0.487,30.4,2,3.8,2.4,0.5,3.1,08,Tracy McGrady,28,0.670731707,HOU,0,19,1260,0.015,66,37,21.6,5.1,5.9,1,0.5,0.419,0.292,0.684,5.8,0.115
PG,6,11.9,2.2,4.7,3,0.597,3.6,1.4,21.1,0.641,22,9,1.4,5.8,-1.8,4.2,08,Steve Nash,33,0.670731707,PHO,0,18,1260,0.014,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181
SG,6.1,13.3,2.1,5.3,6,0.54,2.7,2.3,24.3,0.612,28.7,6.6,4.5,5.6,2.7,6,08,Manu Gin??bili,30,0.682926829,SAS,0,9,1260,0.007,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232
PF,8.2,17.1,1,2.9,7.1,0.51,2.1,2.6,24.6,0.585,28.8,8.9,4,5.6,1,6,08,Dirk Nowitzki,29,0.62195122,DAL,0,5,1260,0.004,77,36,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223
PG,6.9,13.6,1,2.6,5,0.544,3.4,2.4,20.8,0.595,23.1,8.9,2.3,4.9,-1.1,4.5,08,Deron Williams,23,0.658536585,UTA,0,4,1260,0.003,82,37.3,18.8,3,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177
SF,9.5,19.2,0.8,2.1,7.7,0.511,3.3,3.3,21.1,0.568,30.2,5.2,3,2.5,-0.9,2.5,08,Carmelo Anthony,23,0.609756098,DEN,0,3,1260,0.002,77,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14
PF,8.8,16,0,0,4.9,0.547,2.6,3.6,21.9,0.581,26.6,5.9,4.3,2.5,0.3,3.5,08,Carlos Boozer,26,0.658536585,UTA,0,1,1260,0.001,81,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0,0.738,10.2,0.173
PF,7.8,17.9,1.5,4.5,5.5,0.478,1.4,2.5,20.3,0.525,25.9,6,3.2,3.1,-1.3,2.9,08,Antawn Jamison,31,0.524390244,WAS,0,1,1260,0.001,79,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144
SF,6.4,13.7,1.8,4.6,6.1,0.529,2.8,2.5,19.6,0.599,24.8,6.7,5.7,3.3,1.4,5,08,Paul Pierce,30,0.804878049,BOS,0,1,1260,0.001,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207
C,4.9,11.3,1.5,4.1,1.9,0.497,1.1,2.8,17.2,0.523,20.5,2.5,5.1,1.5,2.6,3.6,08,Rasheed Wallace,33,0.719512195,DET,0,1,1260,0.001,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155
SF,9.7,19.9,1.6,4.7,9.4,0.53,3,1.7,31.7,0.591,33.8,13.7,6.5,9.5,3.7,11.8,09,LeBron James,24,0.804878049,CLE,109,1172,1210,0.969,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318
SG,9.8,20.9,1.4,4.1,6.9,0.502,2.6,2.3,24.4,0.561,32.2,8.6,4,5.6,0.3,5.9,09,Kobe Bryant,30,0.792682927,LAL,2,698,1210,0.577,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206
SG,10.8,22,1.1,3.5,9.8,0.516,3.4,2.3,30.4,0.574,36.2,10.3,4.4,8.2,2.4,9.6,09,Dwyane Wade,27,0.524390244,MIA,7,680,1210,0.562,79,38.6,30.2,5,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232
C,7.1,12.4,0,0,10.7,0.572,3,3.4,25.4,0.6,26.1,6.2,7.6,2.1,2.4,4.7,09,Dwight Howard,23,0.719512195,ORL,1,328,1210,0.271,79,35.7,20.6,13.8,1.4,1,2.9,0.572,0,0.594,13.8,0.234
PG,8.1,16.1,0.8,2.3,6.7,0.528,3,2.7,30,0.599,27.5,13.3,5,7.2,3.8,9.9,09,Chris Paul,23,0.597560976,NOH,2,192,1210,0.159,78,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,0.292
PG,5.2,12.4,2.1,5,5.8,0.501,2.2,2,18.8,0.595,21.8,7.8,2.1,3.9,-0.5,3.7,09,Chauncey Billups,32,0.402439024,TOT,0,33,1210,0.027,79,35.3,17.7,3,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174
SF,6.7,14.6,1.5,3.8,6.8,0.508,2.8,2.7,17.7,0.582,25.4,5.5,4.8,2.4,0.7,3.9,09,Paul Pierce,31,0.756097561,BOS,0,21,1210,0.017,81,37.5,20.5,5.6,3.6,1,0.3,0.457,0.391,0.83,10.3,0.164
PG,8.9,17.5,0.3,0.9,5,0.513,2.6,1.5,23.4,0.556,31.7,5.6,3,3.8,-0.2,3.5,09,Tony Parker,26,0.658536585,SAS,0,9,1210,0.007,72,34.1,22,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168
SG,8.1,16.9,1.1,2.8,6.5,0.512,1.9,1.6,24,0.573,27.4,10.9,2.6,6,0.1,6,09,Brandon Roy,24,0.658536585,POR,0,7,1210,0.006,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223
PF,9.6,20,0.8,2.1,6.7,0.498,1.9,2.2,23.1,0.564,30.3,7.5,3.4,3.7,-0.3,4.2,09,Dirk Nowitzki,30,0.609756098,DAL,0,3,1210,0.002,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171
C,7.4,14.8,0,0,6.4,0.504,2.2,2.3,24.4,0.549,28.5,5,5,3.4,2,4.7,09,Tim Duncan,32,0.658536585,SAS,0,2,1210,0.002,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,0.191
C,7.4,13.4,0,0,5.7,0.549,3,3.3,22.7,0.618,26.2,5.6,5,1.6,1.6,3.3,09,Yao Ming,28,0.646341463,HOU,0,1,1210,0.001,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1,0.866,10.6,0.196
SF,10.1,20.1,1.7,5.1,10.2,0.545,3.4,1.6,31.1,0.604,33.5,13.3,5.2,9.1,2.8,10.3,10,LeBron James,25,0.743902439,CLE,116,1205,1230,0.98,76,39,29.7,7.3,8.6,1.6,1,0.503,0.333,0.767,18.5,0.299
SF,9.7,20.3,1.6,4.3,10.2,0.514,3.3,2.1,26.2,0.607,32,11.1,5,6.3,0.8,7.5,10,Kevin Durant,21,0.609756098,OKC,4,609,1230,0.495,82,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,0.238
SG,9.8,21.5,1.4,4.1,7.4,0.488,3.2,2.6,21.9,0.545,32.3,5.4,4,3.9,0.2,4.4,10,Kobe Bryant,31,0.695121951,LAL,0,599,1230,0.487,73,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,0.16
C,6.2,10.2,0,0.1,10,0.612,3.3,3.5,24,0.63,23.9,6.1,7.1,1.6,2.8,4.6,10,Dwight Howard,24,0.719512195,ORL,3,478,1230,0.389,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0,0.592,13.2,0.223
SG,9.3,19.6,0.9,3.2,9.1,0.5,3.3,2.4,28,0.562,34.9,8.5,4.6,7.1,2.1,7.9,10,Dwyane Wade,28,0.573170732,MIA,0,119,1230,0.097,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13,0.224
SF,10,21.8,0.9,2.7,8.9,0.478,3,3.3,22.2,0.548,33.4,5.6,2.4,3.5,-1.2,2.9,10,Carmelo Anthony,25,0.646341463,DEN,0,65,1230,0.053,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145
PF,8.9,18.5,0.6,1.5,7.2,0.498,1.8,2.6,22.9,0.578,28.8,8.4,3.9,3.7,0.5,4.7,10,Dirk Nowitzki,31,0.670731707,DAL,0,55,1230,0.045,81,37.5,25,7.7,2.7,0.9,1,0.481,0.421,0.915,12.3,0.194
PG,6.2,12.2,1.5,3.6,2.8,0.57,3.6,1.3,21.6,0.615,22.9,9.1,0.8,6.1,-1.8,4.2,10,Steve Nash,35,0.658536585,PHO,0,49,1230,0.04,81,32.8,16.5,3.3,11,0.5,0.1,0.507,0.426,0.938,9.9,0.178
PG,6.5,13.9,1.3,3.4,5.5,0.515,3.3,2.7,20.6,0.574,23.8,7.4,3,4.2,-0.4,4.1,10,Deron Williams,25,0.646341463,UTA,0,7,1230,0.006,76,36.9,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177
PF,8.6,15.4,0,0.1,7.7,0.557,2.6,3.4,22.6,0.615,27.3,8.2,2.5,2.1,-1.1,2.2,10,Amar'e Stoudemire,27,0.658536585,PHO,0,5,1230,0.004,82,34.6,23.1,8.9,1,0.6,1,0.557,0.167,0.771,10.7,0.181
SG,5.3,12,1.8,4.7,4.7,0.514,2.1,2.1,22.5,0.584,25.8,6.5,3.2,5.1,1.6,4.7,10,Manu Gin??bili,32,0.609756098,SAS,0,3,1230,0.002,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216
PG,5.5,13.2,2.2,5.6,7,0.499,2.4,2.1,20.2,0.601,24.3,7.7,1.7,4.5,-0.8,3.6,10,Chauncey Billups,33,0.646341463,DEN,0,1,1230,0.001,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182
C,8.6,16.5,0.1,0.3,8.4,0.522,2.4,2.4,25,0.592,28.7,7.9,1.7,4.8,-1.2,3.6,10,Chris Bosh,25,0.487804878,TOR,0,1,1230,0.001,70,36.1,24,10.8,2.4,0.6,1,0.518,0.364,0.797,9.6,0.182
SG-PF,7.4,17.5,1.6,4.9,5.4,0.469,3.2,2.4,15.7,0.52,27.8,0.6,4.4,0.3,0.3,1.8,10,Stephen Jackson,31,0.487804878,TOT,0,1,1230,0.001,81,38.6,20.6,5,3.7,1.6,0.5,0.423,0.328,0.779,5,0.077
SG,8.4,18.2,1.7,4.6,3.5,0.505,1.9,1.9,19.3,0.538,26.3,6,2.4,3.4,-0.7,3.4,10,Joe Johnson,28,0.646341463,ATL,0,1,1230,0.001,76,38,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14
PG,8.8,19.7,1.6,4.8,6.9,0.485,3.4,1.7,23.5,0.55,32.2,8.3,4.8,6.3,0.5,6.7,11,Derrick Rose,22,0.756097561,CHI,113,1182,1210,0.977,81,37.4,25,4.1,7.7,1,0.6,0.445,0.332,0.858,13.1,0.208
C,7.9,13.4,0,0.1,11.7,0.593,3.6,3.3,26.1,0.616,27.2,6.7,7.7,2.9,2.4,5.4,11,Dwight Howard,25,0.634146341,ORL,3,643,1210,0.531,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0,0.596,14.4,0.235
SF,9.6,18.8,1.2,3.5,8.4,0.541,3.6,2.1,27.3,0.594,31.5,10.3,5.3,6.3,1.8,7.8,11,LeBron James,26,0.707317073,MIA,4,522,1210,0.431,79,38.8,26.7,7.5,7,1.6,0.6,0.51,0.33,0.759,15.6,0.244
SG,9,20,1.4,4.3,7.1,0.487,3,2.1,23.9,0.548,35.1,6.8,3.5,5.4,-0.2,5,11,Kobe Bryant,32,0.695121951,LAL,1,428,1210,0.354,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178
SF,9.1,19.7,1.9,5.3,8.7,0.509,2.8,2,23.6,0.589,30.6,8.6,3.3,5.2,-0.3,5.3,11,Kevin Durant,22,0.670731707,OKC,0,190,1210,0.157,78,38.9,27.7,6.8,2.7,1.1,1,0.462,0.35,0.88,12,0.189
PF,8.4,16.2,0.9,2.3,6.1,0.545,1.9,2.4,23.4,0.612,28.2,7.8,3.3,4.3,0.8,4.5,11,Dirk Nowitzki,32,0.695121951,DAL,0,113,1210,0.093,73,34.3,23,7,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213
SG,9.1,18.2,0.8,2.7,8.6,0.523,3.1,2.6,25.6,0.581,31.6,8.1,4.7,5.5,1.1,6.1,11,Dwyane Wade,29,0.707317073,MIA,0,24,1210,0.02,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218
SG,5.5,12.7,1.9,5.5,5.1,0.509,2.2,2,21.7,0.581,26,6.6,3.2,4.1,1.3,4.5,11,Manu Gin??bili,33,0.743902439,SAS,0,20,1210,0.017,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195
C,9.5,19,0.1,0.3,7.7,0.505,3.2,3.5,22.7,0.565,30.9,5.4,2.6,2,-0.6,2.4,11,Amar'e Stoudemire,28,0.512195122,NYK,0,9,1210,0.007,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8,0.134
PF,8.5,16.8,0.1,0.3,8.5,0.508,2.7,3.1,21.9,0.549,27.3,6.5,3.4,3,-0.3,3.6,11,Blake Griffin,21,0.390243902,LAC,0,5,1210,0.004,82,38,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152
PG,4.7,9.9,0.1,0.6,1.9,0.482,3.4,1.8,17.1,0.495,18.3,1.8,4.8,1.6,1.4,3.2,11,Rajon Rondo,24,0.682926829,BOS,0,5,1210,0.004,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126
PG,7.1,13.7,0.3,0.9,3.9,0.531,2.6,1.7,20.4,0.569,25.5,5.8,2.4,2.3,-0.4,2.4,11,Tony Parker,28,0.743902439,SAS,0,3,1210,0.002,78,32.4,17.5,3.1,6.6,1.2,0,0.519,0.357,0.769,8.2,0.156
PG,5.4,11.6,0.9,2.3,4.8,0.502,2.2,2.5,23.7,0.578,21.1,9.5,4.4,4.4,2.8,6.7,11,Chris Paul,25,0.56097561,NOH,0,2,1210,0.002,80,36,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232
SF,10,18.9,0.9,2.4,8.1,0.554,3.4,1.5,30.7,0.605,32,10,4.5,8.2,2.7,7.6,12,LeBron James,27,0.696969697,MIA,85,1074,1210,0.888,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298
SF,9.7,19.7,2,5.2,7.6,0.547,3.8,2,26.2,0.61,31.3,8.5,3.7,6.2,0.8,5.8,12,Kevin Durant,23,0.712121212,OKC,24,889,1210,0.735,66,38.6,28,8,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23
PG,7.1,14.8,1.3,3.6,5,0.522,2.1,2.3,27,0.581,24.3,10.4,2.3,6.7,2.4,6.1,12,Chris Paul,26,0.606060606,LAC,6,385,1210,0.318,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278
SG,9.9,23,1.5,4.9,7.8,0.462,3.5,1.8,21.9,0.527,35.7,4.2,2,4.2,-0.9,2.9,12,Kobe Bryant,33,0.621212121,LAL,2,352,1210,0.291,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132
PG,7.1,14.8,0.2,1,4.7,0.488,2.6,1.3,22,0.539,27.7,5.5,1.6,3.6,-0.9,2.3,12,Tony Parker,29,0.757575758,SAS,4,331,1210,0.274,60,32.1,18.3,2.9,7.7,1,0.1,0.48,0.23,0.799,7.1,0.177
PF,8.6,19.3,1.9,5.1,8.4,0.497,2.3,2.8,25.4,0.568,28.8,7.6,2.3,6.1,-0.9,3.9,12,Kevin Love,23,0.393939394,MIN,0,58,1210,0.048,55,39,26,13.3,2,0.9,0.5,0.448,0.372,0.824,10,0.223
C,7.7,13.4,0,0.1,10.6,0.573,3.2,2.9,24.2,0.569,26.1,3.3,4.4,2.2,2,3.3,12,Dwight Howard,26,0.560606061,ORL,0,13,1210,0.011,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,7.7,0.179
PG,4.8,10.8,0.2,0.8,3.4,0.456,3.6,1.9,17.5,0.483,20.7,1.5,3.4,1.5,0.6,2.1,12,Rajon Rondo,25,0.590909091,BOS,0,12,1210,0.01,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121
PG,4.8,9,0.9,2.3,2.3,0.581,3.7,0.9,20.3,0.625,19.6,5.2,0.6,4.7,-1.2,2.7,12,Steve Nash,37,0.5,PHO,0,7,1210,0.006,62,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144
SG,8.5,17.1,0.3,1.1,6.1,0.506,2.6,2.2,26.3,0.559,31.3,4.8,2.9,6,1.9,4,12,Dwyane Wade,30,0.696969697,MIA,0,6,1210,0.005,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227
PG,7.7,17.8,1.4,4.4,6.1,0.473,3.1,1.3,23,0.532,30.5,4.1,2,6.1,0.3,2.9,12,Derrick Rose,23,0.757575758,CHI,0,5,1210,0.004,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211
PF,7.6,16.7,1.3,3.4,5.7,0.495,1.9,2.1,21.7,0.564,29.2,5,2.6,3.7,0.1,3,12,Dirk Nowitzki,33,0.545454545,DAL,0,4,1210,0.003,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175
PG,8.8,19.2,0.9,3,6.3,0.481,3.6,2.2,22.9,0.538,32.7,5.5,2.4,3.7,-0.7,3,12,Russell Westbrook,23,0.712121212,OKC,0,4,1210,0.003,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163
C,6.2,12.6,0,0.1,4.3,0.492,1.7,1.7,22.5,0.531,26.2,3,2.9,2,1.3,2.2,12,Tim Duncan,35,0.757575758,SAS,0,3,1210,0.002,58,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174
SG,7.1,15.5,2.1,5.4,3.1,0.521,1.9,1.3,18.4,0.557,24.9,4.4,2.1,3.1,-1,2.2,12,Joe Johnson,30,0.606060606,ATL,0,1,1210,0.001,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145
PF,10.1,17.8,1.4,3.3,7,0.603,3,1.4,31.6,0.64,30.2,14.6,4.7,9.3,2.4,9.9,13,LeBron James,28,0.804878049,MIA,120,1207,1210,0.998,76,37.9,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322
SF,9,17.7,1.7,4.1,9.3,0.559,3.5,1.8,28.3,0.647,29.8,13.6,5.3,7.6,1.7,8.9,13,Kevin Durant,24,0.731707317,OKC,0,765,1210,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291
PF,10,22.2,2.3,6.2,7.6,0.502,2.6,3.1,24.8,0.56,35.6,7.5,2,6,-1.7,3.9,13,Carmelo Anthony,28,0.658536585,NYK,1,475,1210,0.393,67,37,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184
PG,5.9,12.2,1.1,3.3,4.6,0.526,2.3,2,26.4,0.594,22.6,10.6,3.4,6.4,2.4,6.4,13,Chris Paul,27,0.682926829,LAC,0,289,1210,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287
SG,9.5,20.4,1.7,5.2,8,0.504,3.7,2.2,23,0.57,31.9,8.4,2.6,4.7,-0.1,5,13,Kobe Bryant,34,0.548780488,LAL,0,184,1210,0.152,78,38.6,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,0.174
PG,7.9,15.1,0.4,1,5,0.534,2.6,1.4,23,0.588,27.7,7.1,2.3,4.1,-0.5,3.1,13,Tony Parker,30,0.707317073,SAS,0,86,1210,0.071,66,32.9,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206
C,7.1,14.1,0,0.1,4.3,0.503,2.1,1.7,24.4,0.554,27.8,3.4,4.9,2.4,2.9,3.8,13,Tim Duncan,36,0.707317073,SAS,0,65,1210,0.054,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191
SG,7.5,17.1,2.3,6.2,10.2,0.504,3.8,2.3,23,0.6,29,9.8,3,5.2,0.5,5.8,13,James Harden,23,0.548780488,HOU,0,33,1210,0.027,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206
PG,8.2,18.7,1.2,3.7,7,0.47,3.3,2.3,23.9,0.532,32.8,7.7,3.9,4.6,-0.2,4.6,13,Russell Westbrook,24,0.731707317,OKC,0,9,1210,0.007,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195
SG,8.2,15.8,0.2,1,6.2,0.528,2.8,2,24,0.571,29.5,6.1,3.5,3.7,0.7,3.8,13,Dwyane Wade,31,0.804878049,MIA,0,5,1210,0.004,69,34.7,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192
PG,8,17.8,3.5,7.7,3.7,0.549,3.1,2.5,21.3,0.589,26.4,8.4,2.8,5.3,0.1,5.6,13,Stephen Curry,24,0.573170732,GSW,0,3,1210,0.002,78,38.2,22.9,4,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18
C,6.2,12.5,0,0.2,3,0.498,1.6,2.3,19.2,0.535,24.5,1.8,3.8,0.9,1.7,2.3,13,Kevin Garnett,36,0.50617284,BOS,0,1,1210,0.001,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133
C,5.4,10.9,0,0.2,4,0.494,2,3.2,19.5,0.559,19.2,6.1,5.4,2.1,3.1,5.1,13,Marc Gasol,28,0.682926829,MEM,0,1,1210,0.001,80,35,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,0.197
PG,6.1,13.3,1.2,3.2,4.3,0.505,2.5,1.8,17.9,0.549,22.3,5.6,1.8,2.5,-0.5,2.5,13,Ty Lawson,25,0.695121951,DEN,0,1,1210,0.001,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141
PF,7.6,14.7,0,0.1,4.1,0.519,2.6,3.1,19.2,0.561,23.2,5.4,3.7,1.4,0.4,2.8,13,David Lee,29,0.573170732,GSW,0,1,1210,0.001,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0,0.797,9.1,0.15
C,4.6,9.5,0,0.1,3.6,0.481,2.7,2.8,18.1,0.534,17.2,2.7,4.7,0.6,2.7,3.3,13,Joakim Noah,27,0.548780488,CHI,0,1,1210,0.001,66,36.8,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,0.145
SF,10.5,20.8,2.4,6.1,9.9,0.56,3.5,2.1,29.8,0.635,33,14.8,4.4,8.8,1.4,9.6,14,Kevin Durant,25,0.719512195,OKC,119,1232,1250,0.986,81,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295
PF,10,17.6,1.5,4,7.6,0.61,3.5,1.6,29.3,0.649,31,12.3,3.7,7.8,1.1,7.9,14,LeBron James,29,0.658536585,MIA,6,891,1250,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264
PF,9,17,0.2,0.6,8.4,0.533,2.8,3.3,23.9,0.583,29,8.1,4.1,3.8,0.7,4.7,14,Blake Griffin,24,0.695121951,LAC,0,434,1250,0.347,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205
C,4.8,10,0,0,4.2,0.475,2.4,3.1,20,0.531,18.7,4.5,6.6,1.7,3.6,5.2,14,Joakim Noah,28,0.585365854,CHI,0,322,1250,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,0.19
SG,7.5,16.5,2.4,6.6,9.1,0.529,3.6,2.4,23.5,0.618,27.8,10.1,2.7,5.4,0.2,5.3,14,James Harden,24,0.658536585,HOU,0,85,1250,0.068,73,38,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221
PG,8.4,17.7,3.3,7.9,4.5,0.566,3.8,2.5,24.1,0.61,28.3,9.3,4,6.3,1.1,6.7,14,Stephen Curry,25,0.62195122,GSW,0,66,1250,0.053,78,36.5,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225
PG,6.5,14,1.3,3.4,5.6,0.511,2.3,2.5,25.9,0.58,23.7,9,3.2,6,2.6,5.8,14,Chris Paul,28,0.695121951,LAC,0,45,1250,0.036,62,35,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27
C,9.6,18.8,0,0.2,3.8,0.51,1.7,2.4,22.7,0.532,29.3,3.1,4.7,2.2,0.5,3,14,Al Jefferson,29,0.524390244,CHA,0,34,1250,0.027,73,35,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146
SF,7.2,17,2.3,6.3,5.8,0.49,2.8,2.5,20.1,0.555,28.3,4.4,6.4,2.7,2.1,5,14,Paul George,23,0.682926829,IND,0,33,1250,0.026,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178
PF,9.4,20.6,0,0.2,5.2,0.459,1.8,2.1,21.8,0.507,29.8,4,3.5,2.3,0.1,2.7,14,LaMarcus Aldridge,28,0.658536585,POR,0,26,1250,0.021,69,36.2,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,0.144
PF,8.4,18.5,2.5,6.6,8.2,0.524,2.5,1.8,26.9,0.591,28.8,10.6,3.7,8.3,0.6,7.7,14,Kevin Love,25,0.487804878,MIN,0,25,1250,0.02,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245
C,6,12.2,0,0.1,4.3,0.49,2.1,1.8,21.3,0.535,25.2,2.8,4.6,1.2,2.1,2.9,14,Tim Duncan,37,0.756097561,SAS,0,21,1250,0.017,74,29.2,15.1,9.7,3,0.6,1.9,0.49,0,0.731,7.4,0.164
PG,6.7,13.4,0.4,1,3.6,0.513,2.2,1.3,18.9,0.555,26.5,3.9,1.9,2,-1.2,1.5,14,Tony Parker,31,0.756097561,SAS,0,21,1250,0.017,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141
